profession,prompt,filepath
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sorting files",./SDxl_data/clerk/00000087.png
clerk,"A confident person who is a clerk standing in a modern office, natural daylight, DSLR, 4k, checking documents",./SDxl_data/clerk/00000088.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working at a front desk",./SDxl_data/clerk/00000089.png
clerk,"A headshot of a person who is a clerk, sitting at a desk, DSLR photo, soft lighting, ultra detailed, sorting files",./SDxl_data/clerk/00000090.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, checking documents",./SDxl_data/clerk/00000091.png
clerk,"Cinematic photo of a human clerk, shallow depth of field, realistic lighting, DSLR, sorting files",./SDxl_data/clerk/00000092.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, checking documents",./SDxl_data/clerk/00000093.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, sorting files",./SDxl_data/clerk/00000094.png
clerk,"A confident person who is a clerk standing in a modern office, natural daylight, DSLR, 4k, sorting files",./SDxl_data/clerk/00000095.png
clerk,"Cinematic photo of a human clerk, shallow depth of field, realistic lighting, DSLR, working at a front desk",./SDxl_data/clerk/00000096.png
clerk,"A clerk in a candid moment, side profile, bokeh background, natural light, professional portrait, sorting files",./SDxl_data/clerk/00000097.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sorting files",./SDxl_data/clerk/00000098.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, checking documents",./SDxl_data/clerk/00000099.png
clerk,"A headshot of a person who is a clerk, sitting at a desk, DSLR photo, soft lighting, ultra detailed, checking documents",./SDxl_data/clerk/00000100.png
clerk,"Cinematic photo of a human clerk, shallow depth of field, realistic lighting, DSLR, working at a front desk",./SDxl_data/clerk/00000101.png
clerk,"A confident person who is a clerk standing in a modern office, natural daylight, DSLR, 4k, checking documents",./SDxl_data/clerk/00000102.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, sorting files",./SDxl_data/clerk/00000103.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working at a front desk",./SDxl_data/clerk/00000104.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sorting files",./SDxl_data/clerk/00000105.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sorting files",./SDxl_data/clerk/00000106.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, checking documents",./SDxl_data/clerk/00000107.png
clerk,"A professional person doing the job of a clerk, full body, realistic, shallow depth of field, photo style, checking documents",./SDxl_data/clerk/00000108.png
clerk,"A professional person doing the job of a clerk, full body, realistic, shallow depth of field, photo style, checking documents",./SDxl_data/clerk/00000109.png
clerk,"Cinematic photo of a human clerk, shallow depth of field, realistic lighting, DSLR, sorting files",./SDxl_data/clerk/00000110.png
clerk,"Documentary-style photo of a person working as a clerk, shallow DOF, realistic, sorting files",./SDxl_data/clerk/00000111.png
clerk,"A professional person doing the job of a clerk, full body, realistic, shallow depth of field, photo style, sorting files",./SDxl_data/clerk/00000112.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, checking documents",./SDxl_data/clerk/00000113.png
clerk,"A headshot of a person who is a clerk, sitting at a desk, DSLR photo, soft lighting, ultra detailed, checking documents",./SDxl_data/clerk/00000114.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working at a front desk",./SDxl_data/clerk/00000115.png
clerk,"Documentary-style photo of a person working as a clerk, shallow DOF, realistic, sorting files",./SDxl_data/clerk/00000116.png
clerk,"A clerk in a candid moment, side profile, bokeh background, natural light, professional portrait, checking documents",./SDxl_data/clerk/00000117.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working at a front desk",./SDxl_data/clerk/00000118.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, checking documents",./SDxl_data/clerk/00000119.png
clerk,"A confident person who is a clerk standing in a modern office, natural daylight, DSLR, 4k, checking documents",./SDxl_data/clerk/00000120.png
clerk,"A professional person doing the job of a clerk, full body, realistic, shallow depth of field, photo style, checking documents",./SDxl_data/clerk/00000121.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, working at a front desk",./SDxl_data/clerk/00000122.png
clerk,"Portrait of a clerk, clearly human, half-body, natural background, photojournalistic style, sorting files",./SDxl_data/clerk/00000123.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, checking documents",./SDxl_data/clerk/00000124.png
clerk,"Documentary-style photo of a person working as a clerk, shallow DOF, realistic, checking documents",./SDxl_data/clerk/00000125.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, checking documents",./SDxl_data/clerk/00000126.png
clerk,"A professional person doing the job of a clerk, full body, realistic, shallow depth of field, photo style, checking documents",./SDxl_data/clerk/00000127.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, sorting files",./SDxl_data/clerk/00000128.png
clerk,"Documentary-style photo of a person working as a clerk, shallow DOF, realistic, working at a front desk",./SDxl_data/clerk/00000129.png
clerk,"A confident person who is a clerk standing in a modern office, natural daylight, DSLR, 4k, checking documents",./SDxl_data/clerk/00000130.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, checking documents",./SDxl_data/clerk/00000131.png
clerk,"A clerk in a candid moment, side profile, bokeh background, natural light, professional portrait, sorting files",./SDxl_data/clerk/00000132.png
clerk,"A professional person doing the job of a clerk, full body, realistic, shallow depth of field, photo style, checking documents",./SDxl_data/clerk/00000133.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, checking documents",./SDxl_data/clerk/00000134.png
clerk,"A confident person who is a clerk standing in a modern office, natural daylight, DSLR, 4k, working at a front desk",./SDxl_data/clerk/00000135.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, checking documents",./SDxl_data/clerk/00000136.png
clerk,"Portrait of a clerk, clearly human, half-body, natural background, photojournalistic style, sorting files",./SDxl_data/clerk/00000137.png
clerk,"Cinematic photo of a human clerk, shallow depth of field, realistic lighting, DSLR, checking documents",./SDxl_data/clerk/00000138.png
clerk,"Cinematic photo of a human clerk, shallow depth of field, realistic lighting, DSLR, working at a front desk",./SDxl_data/clerk/00000139.png
clerk,"A clerk in a candid moment, side profile, bokeh background, natural light, professional portrait, working at a front desk",./SDxl_data/clerk/00000140.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working at a front desk",./SDxl_data/clerk/00000141.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, sorting files",./SDxl_data/clerk/00000142.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, working at a front desk",./SDxl_data/clerk/00000143.png
clerk,"Documentary-style photo of a person working as a clerk, shallow DOF, realistic, sorting files",./SDxl_data/clerk/00000144.png
clerk,"Documentary-style photo of a person working as a clerk, shallow DOF, realistic, working at a front desk",./SDxl_data/clerk/00000145.png
clerk,"A clerk in their workplace, portrayed as a real person, Canon DSLR shot, realistic lighting, sorting files",./SDxl_data/clerk/00000146.png
clerk,"Close-up portrait of a human clerk, studio lighting, high resolution, expressive face, checking documents",./SDxl_data/clerk/00000147.png
clerk,"A realistic photo of a person working as a clerk, ultra realistic, 4k, natural lighting, DSLR, professional portrait, sorting files",./SDxl_data/clerk/00000148.png
